"mfid","mid","field_name","field_alias","type","is_system","list_view","list_sort","list_order","list_readonly","list_text","link_addr","link_attr","list_align","list_width","list_style","list_format","list_search_op","list_search_label","list_sql","form_sort","form_view","form_view_type","form_readonly","form_required","form_validate_type","form_max_length","form_min_length","form_chk_style","form_live_search","form_data_source","form_style","form_notes","import_data_sql","remark","settings","enabled","last_modify_time","create_time","data_toggle","data_url","data_group","data_width","data_title","data_height","list_search_style","list_search_sort","list_search_dateformat","list_search_extattr","list_search_width","chk_style","lookup_is_back","lookup_list_show","lookup_name","file_size_limit","file_type_exts","file_multi","file_auto","is_lock","file_rename"
"685732320202657792","251","cal_total_score","评价总分","FLOAT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K+E5Lu35oC75YiG","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320227823616","251","cal_deduct_score","扣分值","FLOAT","true","true","20","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","5omj5YiG5YC8","","0","2018/5/10 17:26:35","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320257183744","251","description","问题描述","TEXT","true","true","10","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","6Zeu6aKY5o+P6L+w","","0","2018/5/10 17:26:27","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320282349568","251","reason","扣分原因,json","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omj5YiG5Y6f5ZugLGpzb24=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320307515392","251","img","问题照片","TEXT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6Zeu6aKY54Wn54mH","","0","2018/5/10 15:16:51","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320336875520","251","problem_nature","问题性质","VARCHAR","true","true","25","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","6Zeu6aKY5oCn6LSo","","0","2018/5/10 17:26:44","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320362041344","251","charge_unit","责任单位","VARCHAR","true","true","45","0","0","","","","center","","","","like","责任单位","","300","false","text","","false","","","","false","false","","","","","6LSj5Lu75Y2V5L2N","","0","2018/5/10 18:09:21","2018/5/2 15:11:07","","","","","","","","7","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320387207168","251","charge_group","责任班组","VARCHAR","true","true","50","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","6LSj5Lu754+t57uE","","0","2018/5/10 17:27:59","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320416567296","251","produce_reason","产生原因","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5Lqn55Sf5Y6f5Zug","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320445927424","251","suggest_deal_way","建议处理措施","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5bu66K6u5aSE55CG5o6q5pa9","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320471093248","251","progress","问题状态","VARCHAR","true","false","300","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","6Zeu6aKY6L+b5bqm77ya5pyq5YiG6YWN44CB5pyq5pW05pS544CB5pyq5a6h5qC444CB5pyq5a6h5qC46YCa6L+H44CB5bey6Zet546v","","0","2018/5/10 17:36:28","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320500453376","251","improve_person_id","整改负责人ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5pW05pS56LSf6LSj5Lq6SUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320529813504","251","improve_person_name","整改负责人名称","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5pW05pS56LSf6LSj5Lq65ZCN56ew","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320550785024","251","plan_improve_time","整改期限","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5pW05pS55pyf6ZmQ","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320575950848","251","improve_description","整改描述","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5pW05pS55o+P6L+w","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320601116672","251","improve_img","整改照片","TEXT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5pW05pS554Wn54mH","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320626282496","251","improve_time","整改日期","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5pW05pS55pel5pyf","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320647254016","251","dlt","","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320689197056","251","update_time","记录更新时间","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K6w5b2V5pu05paw5pe26Ze0","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320705974272","251","insert_time","发现问题时间","DATETIME","true","true","55","0","0","","","","left","","","yyyy-MM-dd","<","发现问题时间:","","300","false","datepicker","","false","","","","false","false","","","","","","","0","2018/5/10 18:15:18","2018/5/2 15:11:07","","","","","","","","5","yyyy-MM-dd","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320739528704","252","id","id","VARCHAR","true","false","300","0","0","","","","center","","","","","","","5","true","hidden","","false","","","","false","false","","","","","","","0","2018/5/7 13:28:30","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320756305920","252","num","标准数量","VARCHAR","true","true","300","0","0","","","","center","","","","","","","300","false","text","","true","digits","3","","false","false","","","","","6K6+5aSH5aSn57G7aWQ=","","0","2018/5/29 15:13:50","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320773083136","252","name","设备大类","VARCHAR","true","true","15","0","0","","","","center","","","","like","设备大类","","15","true","text","","true","","80","","false","false","","","","","6K6+5aSH5aSn57G75ZCN56ew","","0","2018/5/7 16:19:03","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320794054656","252","source","依据规范","VARCHAR","true","true","30","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","5L6d5o2u6KeE6IyD","","0","2018/5/7 13:14:10","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320815026176","252","template_file_path","导入的文件作为模板存在","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5a+85YWl55qE5paH5Lu25L2c5Li65qih5p2/5a2Y5Zyo","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320835997696","252","template_file_name","导入的文件名称","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5a+85YWl55qE5paH5Lu25ZCN56ew","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320852774912","252","insert_time","","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320873746432","252","update_time","上次修改时间","DATETIME","true","true","20","0","0","","","","center","","","yyyy-MM-dd","","","","300","false","text","","false","","","","false","false","","","","","5LiK5qyh5L+u5pS55pe26Ze0","","0","2018/5/7 13:13:35","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320903106560","252","update_person","上次修改人员","VARCHAR","true","true","25","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","5LiK5qyh5L+u5pS55Lq65ZGY","","0","2018/5/7 13:14:01","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320924078080","252","sort","排序","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5o6S5bqP","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320966021120","252","dlt","","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321016352768","253","id","班组建设通用规范及评价细则主键ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","54+t57uE5bu66K6+6YCa55So6KeE6IyD5Y+K6K+E5Lu357uG5YiZ5Li76ZSuSUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321049907200","253","pid","父节点Id","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","54i26IqC54K5SWQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321100238848","253","bigid","所属设备大类ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omA5bGe6K6+5aSH5aSn57G7SUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321121210368","253","bigtype_name","所属设备大类名称","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omA5bGe6K6+5aSH5aSn57G75ZCN56ew","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321150570496","253","rule_num","评价条款编号","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K+E5Lu35p2h5qy+57yW5Y+3","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321175736320","253","name","评价小项名称","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K+E5Lu35bCP6aG55ZCN56ew","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321196707840","253","description","评价小项描述","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K+E5Lu35bCP6aG55o+P6L+w","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321213485056","253","row_num","所在excel的行号","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omA5ZyoZXhjZWznmoTooYzlj7c=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321242845184","253","level","层级关系","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5bGC57qn5YWz57O7","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321272205312","253","level_name","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321297371136","253","score","扣分值","DOUBLE","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omj5YiG5YC8","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321318342656","253","score_content","json格式的扣分值","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","anNvbuagvOW8j+eahOaJo+WIhuWAvA==","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321339314176","253","score_charge","扣分值所属分工","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omj5YiG5YC85omA5bGe5YiG5bel","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321360285696","253","reason_type","问题原因分类","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6Zeu6aKY5Y6f5Zug5YiG57G7","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321381257216","253","check_way_val","检查方式","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5qOA5p+l5pa55byP","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321414811648","253","check_way","检查方式（PMS检查或查阅资料、现场检查）","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5qOA5p+l5pa55byP77yIUE1T5qOA5p+l5oiW5p+l6ZiF6LWE5paZ44CB546w5Zy65qOA5p+l77yJ","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321439977472","253","deduction_val","扣分原则，选择项","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omj5YiG5Y6f5YiZ77yM6YCJ5oup6aG5","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321465143296","253","deduction_checkbox","扣分原则，选择项","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omj5YiG5Y6f5YiZ77yM6YCJ5oup6aG5","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321486114816","253","deduction_copy","扣分原则，抄录项","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omj5YiG5Y6f5YiZ77yM5oqE5b2V6aG5","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321515474944","253","update_time","修改时间","TIMESTAMP","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5L+u5pS55pe26Ze0","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321544835072","253","sort","层级排序的顺序","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5bGC57qn5o6S5bqP55qE6aG65bqP","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321565806592","253","dlt","逻辑删","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6YC76L6R5Yig","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321586778112","253","insert_time","","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321628721152","254","id","","VARCHAR","true","false","300","0","0","","","","","","","","","","","5","true","","","false","","","","","","","","","","","","0","2018/5/8 10:49:06","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321649692672","254","city_id","所属地市ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omA5bGe5Zyw5biCSUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321666469888","254","progress","任务进度：todo/doing/done","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5Lu75Yqh6L+b5bqm77yadG9kby9kb2luZy9kb25l","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321687441408","254","template_id","模板ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5qih5p2/SUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321708412928","254","type","计划类型：精益化、其他","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K6h5YiS57G75Z6L77ya57K+55uK5YyW44CB5YW25LuW","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321725190144","254","check_type","检查类型（班组建设检查、精益化检查等）","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5qOA5p+l57G75Z6L77yI54+t57uE5bu66K6+5qOA5p+l44CB57K+55uK5YyW5qOA5p+l562J77yJ","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321746161664","254","checked_device_bigid","本次任务需要被检查的设备大类ID","TEXT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5pys5qyh5Lu75Yqh6ZyA6KaB6KKr5qOA5p+l55qE6K6+5aSH5aSn57G7SUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321767133184","254","dept_id","本检查班组ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","5","true","","","false","","","","","","","","","","5pys5qOA5p+l54+t57uESUQ=","","0","2018/5/8 10:50:00","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321788104704","254","dept_name","运维班组","VARCHAR","true","true","5","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","6KKr5qOA5p+l54+t57uE5ZCN56ew","","0","2018/5/8 09:04:32","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321809076224","254","bdz_id","被检查变电站ID","VARCHAR","true","false","300","0","0","","","","left","","","","","","","5","true","hidden","","false","","","","false","false","","","","","6KKr5qOA5p+l5Y+Y55S156uZSUQ=","","0","2018/5/8 10:50:48","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321830047744","254","bdz_name","评价变电站","VARCHAR","true","true","10","0","0","","","","center","","","","like","变电站","","300","false","text","","false","","","","false","false","","","","","6KKr5qOA5p+l5Y+Y55S156uZ5ZCN56ew","","0","2018/5/9 09:50:16","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321851019264","254","checkuser_id","检查人员ID：多个人员逗号隔开","TEXT","true","false","300","0","0","","","","","","","","","","","5","true","","","false","","","","","","","","","","5qOA5p+l5Lq65ZGYSUTvvJrlpJrkuKrkurrlkZjpgJflj7fpmpTlvIA=","","0","2018/5/8 10:50:12","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321880379392","254","checkuser_name","评价专家","TEXT","true","true","50","0","0","","","","center","","","","like","评价专家","","300","false","text","","false","","","","false","false","","","","","5qOA5p+l5Lq65ZGY5ZCN56ew77ya5aSa5Liq5Lq65ZGY6YCX5Y+36ZqU5byA","","0","2018/5/9 09:51:33","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321909739520","254","plan_check_time","计划检查时间","DATETIME","true","true","55","0","0","","","","center","","","yyyy-MM","","","","5","true","text","","false","","","","false","false","","","","","6K6h5YiS5qOA5p+l5pe26Ze0","","0","2018/5/8 10:50:31","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732321934905344","254","do_check_time","实际检查时间","DATETIME","true","true","60","0","0","","","","center","","","yyyy-MM-dd","","","","300","false","text","","false","","","","false","false","","","","","5a6e6ZmF5qOA5p+l5pe26Ze0","","0","2018/5/8 09:11:27","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
