"mfid","mid","field_name","field_alias","type","is_system","list_view","list_sort","list_order","list_readonly","list_text","link_addr","link_attr","list_align","list_width","list_style","list_format","list_search_op","list_search_label","list_sql","form_sort","form_view","form_view_type","form_readonly","form_required","form_validate_type","form_max_length","form_min_length","form_chk_style","form_live_search","form_data_source","form_style","form_notes","import_data_sql","remark","settings","enabled","last_modify_time","create_time","data_toggle","data_url","data_group","data_width","data_title","data_height","list_search_style","list_search_sort","list_search_dateformat","list_search_extattr","list_search_width","chk_style","lookup_is_back","lookup_list_show","lookup_name","file_size_limit","file_type_exts","file_multi","file_auto","is_lock","file_rename"
"685732318382329856","249","pms_spid","pms间隔id","VARCHAR","true","true","5","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","cG1z6Ze06ZqUaWQ=","","0","2018/5/3 09:42:31","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318403301376","249","has_copy","是否有抄录数据","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5piv5ZCm5pyJ5oqE5b2V5pWw5o2u","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318420078592","249","commissioning_date","设备投产日期","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K6+5aSH5oqV5Lqn5pel5pyf","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318445244416","249","pic","默认图片（PC端设置的图片）","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6buY6K6k5Zu+54mH77yIUEPnq6/orr7nva7nmoTlm77niYfvvIk=","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318466215936","249","change_pic","手机端更改后图片","VARCHAR","true","true","15","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omL5py656uv5pu05pS55ZCO5Zu+54mH","","0","2018/5/3 09:43:32","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318487187456","249","createtime","","TIMESTAMP","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318512353280","249","creater","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318529130496","249","voltage","电压等级","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","55S15Y6L562J57qn","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318554296320","249","type","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318575267840","249","model","设备型号","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K6+5aSH5Z6L5Y+3","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318596239360","249","insert_time","","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318613016576","249","update_time","","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318629793792","249","kind","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318654959616","249","latitude","纬度","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","57qs5bqm","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318675931136","249","longitude","经度","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","57uP5bqm","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318696902656","249","pms_device_type","pms中的设备类型","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","cG1z5Lit55qE6K6+5aSH57G75Z6L","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318717874176","249","device_type","设备类型","VARCHAR","true","true","10","0","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2018/5/3 11:22:31","2018/5/2 15:11:06","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318734651392","249","device_type_old","存放最原始的device_type","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5a2Y5pS+5pyA5Y6f5aeL55qEZGV2aWNlX3R5cGU=","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318751428608","249","sf6qtedyl","SF6气体额定压力","DOUBLE","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","U0Y25rCU5L2T6aKd5a6a5Y6L5Yqb","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318772400128","249","sf6qtbjyl","SF6气体报警压力","DOUBLE","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","U0Y25rCU5L2T5oql6K2m5Y6L5Yqb","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318789177344","249","sblx","pms中的设备类型","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","cG1z5Lit55qE6K6+5aSH57G75Z6L","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318805954560","249","sblxmc","设备类型名称","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K6+5aSH57G75Z6L5ZCN56ew","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318822731776","249","pms_remark","pms的备注信息","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","cG1z55qE5aSH5rOo5L+h5oGv","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318847897600","249","remark","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318868869120","249","datas","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318881452032","249","fields","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318902423552","249","dydj","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318919200768","249","zhsblx","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318935977984","249","sjsbid","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318956949504","249","zhsblxmc","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732318986309632","250","spid","间隔ID","VARCHAR","true","false","300","0","0","","","","left","","","","","","","15","true","hidden","","false","","","","false","false","","","","","6Ze06ZqUSUQ=","","0","2018/5/3 16:40:35","2018/5/2 15:11:06","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319007281152","250","pid","父级间隔ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","54i257qn6Ze06ZqUSUQ=","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319019864064","250","bdzid","变电站编号","VARCHAR","true","true","5","0","0","","","","center","","","","","","select name from bdz where bdzid=?","5","true","hidden","","false","","","","false","false","","","","","5Y+Y55S156uZ57yW5Y+3","","0","2018/5/3 16:18:56","2018/5/2 15:11:06","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319036641280","250","device_type","设备类型(一次设备,二次设备,自动化屏,二次屏)","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K6+5aSH57G75Z6LKOS4gOasoeiuvuWkhyzkuozmrKHorr7lpIcs6Ieq5Yqo5YyW5bGPLOS6jOasoeWxjyk=","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319057612800","250","group_id","小室id","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5bCP5a6kaWQ=","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319086972928","250","group_name","小室名称","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5bCP5a6k5ZCN56ew","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319112138752","250","type","spacing：间隔 ，spacing_self ：自定义间隔 ， Cabinet：屏柜","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","c3BhY2luZ++8mumXtOmalCDvvIxzcGFjaW5nX3NlbGYg77ya6Ieq5a6a5LmJ6Ze06ZqUIO+8jCBDYWJpbmV077ya5bGP5p+c","","0","2018/5/2 15:11:06","2018/5/2 15:11:06","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319212802048","250","sort_one","一次设备排序用","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5LiA5qyh6K6+5aSH5o6S5bqP55So","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319246356480","250","sort_second","二次设备排序用","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5LqM5qyh6K6+5aSH5o6S5bqP55So","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319279910912","250","name","间隔名称","VARCHAR","true","true","10","0","0","","","","center","","","","like","间隔名称","","10","true","text","","true","","50","","false","false","","","","","6Ze06ZqU5ZCN56ew","","0","2018/5/3 16:19:48","2018/5/2 15:11:07","","","","","","","padding-left:10px;","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319309271040","250","name_pinyin","名字的拼音简称","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5ZCN5a2X55qE5ou86Z+z566A56ew","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319334436864","250","pms_id","pms的ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","cG1z55qESUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319363796992","250","sort","排序","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5o6S5bqP","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319393157120","250","dlt","逻辑删除","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6YC76L6R5Yig6Zmk","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319422517248","250","x","坐标x","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5Z2Q5qCHeA==","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319468654592","250","createtime","","TIMESTAMP","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319493820416","250","creater","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319523180544","250","voltage","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319544152064","250","latitude","纬度","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","57qs5bqm","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319569317888","250","longitude","经度","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","57uP5bqm","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319594483712","250","insert_time","","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319628038144","250","update_time","","DATETIME","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319661592576","250","remark","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319732895744","251","id","扣分详情主键ID","VARCHAR","true","false","310","0","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","5omj5YiG6K+m5oOF5Li76ZSuSUQ=","","0","2018/5/10 17:29:49","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319753867264","251","task_id","所属任务ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omA5bGe5Lu75YqhSUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319770644480","251","rule_result_id","原问题ID(解决问题发送到其他班组的问题)","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5Y6f6Zeu6aKYSUQo6Kej5Yaz6Zeu6aKY5Y+R6YCB5Yiw5YW25LuW54+t57uE55qE6Zeu6aKYKQ==","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319791616000","251","check_type","检查类型","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5qOA5p+l57G75Z6L","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319812587520","251","record_type","记录类型：问题（answer）、普通记录（normal）","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K6w5b2V57G75Z6L77ya6Zeu6aKY77yIYW5zd2Vy77yJ44CB5pmu6YCa6K6w5b2V77yIbm9ybWFs77yJ","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319833559040","251","rule_id","关联班组建设标准的外键ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5YWz6IGU54+t57uE5bu66K6+5qCH5YeG55qE5aSW6ZSuSUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319854530560","251","rule_name","规则描述","TEXT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6KeE5YiZ5o+P6L+w","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319875502080","251","bdz_name","变电站名称","VARCHAR","true","true","5","0","0","","","","center","","","","like","变电站","","300","false","text","","false","","","","false","false","","","","","5Y+Y55S156uZ5ZCN56ew","","0","2018/5/10 18:06:51","2018/5/2 15:11:07","","","","","","","","2","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319909056512","251","bdz_id","被检查变电站","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6KKr5qOA5p+l5Y+Y55S156uZ","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319934222336","251","device_id","","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319967776768","251","device_name","设备运行编号","VARCHAR","true","true","35","0","0","","","","center","","","","","","","300","false","text","","false","","","","false","false","","","","","6K6+5aSH5ZCN56ew","","0","2018/5/10 17:27:18","2018/5/2 15:11:07","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732319988748288","251","device_bigtype","所属设备","VARCHAR","true","false","300","0","0","","","","center","","","","like","所属设备","","300","true","selectpicker","","false","","","","false","false","/jyh/xjjyhpjbigtype/json","","","","6K6+5aSH5omA5bGe5aSn57G7","","0","2018/5/18 18:32:15","2018/5/2 15:11:07","","","","","","","","6","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320013914112","251","dept_id","被检查班组ID","VARCHAR","true","false","300","0","0","","","","left","","","","like","班组名称","","300","false","selectpicker","","true","","","","false","false","/kconf/department/banzujson","","","","6KKr5qOA5p+l54+t57uESUQ=","","0","2018/5/17 10:18:52","2018/5/2 15:11:07","","","","","","","","1","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320055857152","251","dept_name","被检查班组名称","VARCHAR","true","false","300","0","0","","","","left","","","","","班组","","300","false","selectpicker","","false","","","","false","false","/kconf/department/banzujson","","","","6KKr5qOA5p+l54+t57uE5ZCN56ew","","0","2018/5/17 10:15:56","2018/5/2 15:11:07","","","","","","","","1","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320081022976","251","check_person_id","检查人ID","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5qOA5p+l5Lq6SUQ=","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320106188800","251","check_person_name","检查人","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5qOA5p+l5Lq6","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320139743232","251","deduct_score","扣分","FLOAT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","5omj5YiG","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"685732320169103360","251","cal_device_count","设备大类下设备的数量","INT","true","false","300","0","0","","","","","","","","","","","300","false","","","false","","","","","","","","","","6K6+5aSH5aSn57G75LiL6K6+5aSH55qE5pWw6YeP","","0","2018/5/2 15:11:07","2018/5/2 15:11:07","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
